year,month,country,calorie_category,flavor,zone,product_code,product_name,sales,source
2020,Feb,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,428139,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,27933,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Apr,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,36505,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,9,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,May,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,211776,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jul,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,28903,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Feb,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,18439,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Mar,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,10639,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,967807,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,109755,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,May,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,437885,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,1314632,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Oct,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,4847,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Feb,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,7831,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,4801,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,1671,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,850,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Feb,Mexico,Regular,Verde,Centro,206054370,Tamal mix,7165,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,May,Mexico,Regular,Verde,Centro,206054370,Tamal mix,6335,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jul,Mexico,Regular,Verde,Centro,206054370,Tamal mix,5260,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Aug,Mexico,Regular,Cajeta,Centro,ABYT055818,Atole mix,577,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Apr,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,7497,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,8418,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,16334,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Sep,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,525598,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,May,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,53,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Sep,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,34586,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Nov,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,411,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,May,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,34729,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,41819,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,223763,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Nov,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,180558,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,13,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Apr,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,273125,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Feb,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,102949,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Sep,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,29226,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Oct,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,19970,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,May,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,449,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jul,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,16648,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jul,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,39,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,127991,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,16016,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Apr,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,406479,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Mar,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,10746,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,2426,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Sep,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,10115,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,16496,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,26410,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jul,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,293,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,806,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,96,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,May,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,397,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Feb,Mexico,Regular,Cajeta,Centro,ABYT055818,Atole mix,4033,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Mar,Mexico,Regular,Cajeta,Centro,ABYT055818,Atole mix,5873,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jul,Mexico,Regular,Cajeta,Centro,ABYT055818,Atole mix,7918,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Dec,Mexico,Regular,Cajeta,Centro,ABYT055818,Atole mix,8576,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,May,Mexico,Regular,Cajeta,Centro,ABYT055818,Atole mix,1742,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,10975,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,20446,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Mar,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,8712,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,404070,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,809,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Sep,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,65942,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Oct,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,438515,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Nov,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,107164,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Dec,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,203037,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,308861,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jul,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,27358,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,49621,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Apr,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,44898,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Apr,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,943,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Apr,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,8246,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jul,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,100,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Feb,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,163380,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jul,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,792,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Feb,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,102737,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,May,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,634,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,15800,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Mar,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,6500,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Sep,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,5848,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,May,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,2913,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,788,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Aug,Mexico,Regular,Verde,Centro,206054370,Tamal mix,792,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Apr,Mexico,Regular,Cajeta,Centro,ABYT055818,Atole mix,2209,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,May,Mexico,Regular,Cajeta,Centro,ABYT055818,Atole mix,1563,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Aug,Mexico,Regular,Cajeta,Centro,ABYT055818,Atole mix,345,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,May,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,32,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,27499,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,23414,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,12833,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,May,Mexico,Regular,Cajeta,Centro,ABYT055818,Atole mix,5127,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,106293,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,911,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,1200442,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Nov,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,24004,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Mar,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,26415,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,2100,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jun,Mexico,Regular,Verde,Centro,206054370,Tamal mix,5279,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Feb,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,15226,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,16300,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Mar,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,20671,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,May,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,390576,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Sep,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,4054,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Apr,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,244603,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,13244,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jul,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,507741,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Oct,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,2,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,9461,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jul,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,230918,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Sep,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,214269,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Dec,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,8005,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Mar,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,1254,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,35,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Apr,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,64,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Mar,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,31,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Nov,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,33,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,May,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,130948,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Sep,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,159840,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,6900,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Feb,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,7264,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jun,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,1629,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jun,Mexico,Regular,Cajeta,Centro,ABYT055818,Atole mix,1966,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Oct,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,7573,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Dec,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,10041,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Dec,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,24230,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,5961,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Jan,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,38706,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Feb,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,34008,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Aug,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,368369,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Oct,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,10291,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Feb,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,115462,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2020,Feb,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,3001,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Apr,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,309,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Feb,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,191353,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
2019,Dec,Mexico,Regular,Arroz,Centro,ABYT057271,Atole mix,204990,tamales_inc/ventas_mensuales_tamales_inc/mx/20200801/csv/Centro/ventas_mensuales_Centro.csv
